"current_path","tracked","exists","category","size_bytes","generated","reproducible","required_for_package","required_for_tests","required_for_documentation","referenced_by","previous_destination","proposed_destination","destination_type","recommended_action","safe_for_batch_1","approval_required","risk","evidence","notes"
"artifacts/h24-final/library/oceancube/Meta/vignette.rds",FALSE,TRUE,"rds",342,TRUE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-final/library/oceancube/Meta/vignette.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-final/oceancube.Rcheck/00_pkg_src/oceancube/build/vignette.rds",FALSE,TRUE,"rds",342,FALSE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-final/oceancube.Rcheck/00_pkg_src/oceancube/build/vignette.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; not established as generated; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-final/oceancube.Rcheck/oceancube/help/aliases.rds",FALSE,TRUE,"rds",309,FALSE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-final/oceancube.Rcheck/oceancube/help/aliases.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; not established as generated; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-final/oceancube.Rcheck/oceancube/help/paths.rds",FALSE,TRUE,"rds",395,FALSE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-final/oceancube.Rcheck/oceancube/help/paths.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; not established as generated; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-final/oceancube.Rcheck/oceancube/Meta/features.rds",FALSE,TRUE,"rds",122,TRUE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-final/oceancube.Rcheck/oceancube/Meta/features.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-final/oceancube.Rcheck/oceancube/Meta/hsearch.rds",FALSE,TRUE,"rds",1114,TRUE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-final/oceancube.Rcheck/oceancube/Meta/hsearch.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-final/oceancube.Rcheck/oceancube/Meta/links.rds",FALSE,TRUE,"rds",474,TRUE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-final/oceancube.Rcheck/oceancube/Meta/links.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-final/oceancube.Rcheck/oceancube/Meta/nsInfo.rds",FALSE,TRUE,"rds",450,TRUE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-final/oceancube.Rcheck/oceancube/Meta/nsInfo.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-final/oceancube.Rcheck/oceancube/Meta/package.rds",FALSE,TRUE,"rds",1184,TRUE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-final/oceancube.Rcheck/oceancube/Meta/package.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-final/oceancube.Rcheck/oceancube/Meta/Rd.rds",FALSE,TRUE,"rds",1225,TRUE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-final/oceancube.Rcheck/oceancube/Meta/Rd.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-final/oceancube.Rcheck/oceancube/Meta/vignette.rds",FALSE,TRUE,"rds",342,TRUE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-final/oceancube.Rcheck/oceancube/Meta/vignette.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-final/source/auxdata/layer_sp.Rdata",FALSE,TRUE,"rds",195,FALSE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-final/source/auxdata/layer_sp.Rdata","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; not established as generated; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-final/source/auxdata/PER_ADM0.RData",FALSE,TRUE,"rds",1122258,FALSE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-final/source/auxdata/PER_ADM0.RData","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; not established as generated; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-preversion/library/oceancube/help/aliases.rds",FALSE,TRUE,"rds",309,FALSE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-preversion/library/oceancube/help/aliases.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; not established as generated; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-preversion/library/oceancube/help/paths.rds",FALSE,TRUE,"rds",424,FALSE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-preversion/library/oceancube/help/paths.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; not established as generated; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-preversion/library/oceancube/Meta/features.rds",FALSE,TRUE,"rds",122,TRUE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-preversion/library/oceancube/Meta/features.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-preversion/library/oceancube/Meta/hsearch.rds",FALSE,TRUE,"rds",1114,TRUE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-preversion/library/oceancube/Meta/hsearch.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-preversion/library/oceancube/Meta/links.rds",FALSE,TRUE,"rds",474,TRUE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-preversion/library/oceancube/Meta/links.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-preversion/library/oceancube/Meta/nsInfo.rds",FALSE,TRUE,"rds",450,TRUE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-preversion/library/oceancube/Meta/nsInfo.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-preversion/library/oceancube/Meta/package.rds",FALSE,TRUE,"rds",1184,TRUE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-preversion/library/oceancube/Meta/package.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-preversion/library/oceancube/Meta/Rd.rds",FALSE,TRUE,"rds",1225,TRUE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-preversion/library/oceancube/Meta/Rd.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-preversion/library/oceancube/Meta/vignette.rds",FALSE,TRUE,"rds",342,TRUE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-preversion/library/oceancube/Meta/vignette.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/build/vignette.rds",FALSE,TRUE,"rds",342,FALSE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/build/vignette.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; not established as generated; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-preversion/oceancube.Rcheck/oceancube/help/aliases.rds",FALSE,TRUE,"rds",309,FALSE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-preversion/oceancube.Rcheck/oceancube/help/aliases.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; not established as generated; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-preversion/oceancube.Rcheck/oceancube/help/paths.rds",FALSE,TRUE,"rds",401,FALSE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-preversion/oceancube.Rcheck/oceancube/help/paths.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; not established as generated; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-preversion/oceancube.Rcheck/oceancube/Meta/features.rds",FALSE,TRUE,"rds",122,TRUE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-preversion/oceancube.Rcheck/oceancube/Meta/features.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-preversion/oceancube.Rcheck/oceancube/Meta/hsearch.rds",FALSE,TRUE,"rds",1114,TRUE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-preversion/oceancube.Rcheck/oceancube/Meta/hsearch.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-preversion/oceancube.Rcheck/oceancube/Meta/links.rds",FALSE,TRUE,"rds",474,TRUE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-preversion/oceancube.Rcheck/oceancube/Meta/links.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-preversion/oceancube.Rcheck/oceancube/Meta/nsInfo.rds",FALSE,TRUE,"rds",450,TRUE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-preversion/oceancube.Rcheck/oceancube/Meta/nsInfo.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-preversion/oceancube.Rcheck/oceancube/Meta/package.rds",FALSE,TRUE,"rds",1182,TRUE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-preversion/oceancube.Rcheck/oceancube/Meta/package.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-preversion/oceancube.Rcheck/oceancube/Meta/Rd.rds",FALSE,TRUE,"rds",1225,TRUE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-preversion/oceancube.Rcheck/oceancube/Meta/Rd.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-preversion/oceancube.Rcheck/oceancube/Meta/vignette.rds",FALSE,TRUE,"rds",342,TRUE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-preversion/oceancube.Rcheck/oceancube/Meta/vignette.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-preversion/source/auxdata/layer_sp.Rdata",FALSE,TRUE,"rds",195,FALSE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-preversion/source/auxdata/layer_sp.Rdata","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; not established as generated; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-preversion/source/auxdata/PER_ADM0.RData",FALSE,TRUE,"rds",1122258,FALSE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-preversion/source/auxdata/PER_ADM0.RData","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; not established as generated; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-release-force/oceancube.Rcheck/00_pkg_src/oceancube/build/vignette.rds",FALSE,TRUE,"rds",342,FALSE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-release-force/oceancube.Rcheck/00_pkg_src/oceancube/build/vignette.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; not established as generated; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-release-force/oceancube.Rcheck/oceancube/help/aliases.rds",FALSE,TRUE,"rds",309,FALSE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-release-force/oceancube.Rcheck/oceancube/help/aliases.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; not established as generated; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-release-force/oceancube.Rcheck/oceancube/help/paths.rds",FALSE,TRUE,"rds",403,FALSE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-release-force/oceancube.Rcheck/oceancube/help/paths.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; not established as generated; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-release-force/oceancube.Rcheck/oceancube/Meta/features.rds",FALSE,TRUE,"rds",122,TRUE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-release-force/oceancube.Rcheck/oceancube/Meta/features.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-release-force/oceancube.Rcheck/oceancube/Meta/hsearch.rds",FALSE,TRUE,"rds",1114,TRUE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-release-force/oceancube.Rcheck/oceancube/Meta/hsearch.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
"artifacts/h24-release-force/oceancube.Rcheck/oceancube/Meta/links.rds",FALSE,TRUE,"rds",474,TRUE,FALSE,FALSE,FALSE,FALSE,"","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded","artifacts/h24-release-force/oceancube.Rcheck/oceancube/Meta/links.rds","local-ignored","leave-local",FALSE,FALSE,"low: no movement","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rds; generated-path/type evidence; operational location/type evidence; no active literal reference; previous decision: relocate-later","Ignored operational files must not be moved with Git."
