"path","current_gitignore_status","current_rbuildignore_status","proposed_destination","destination_gitignore_status","destination_rbuildignore_status","tracked_file_risk","package_build_risk","decision","notes"
"artifacts/h24-release/oceancube.Rcheck/oceancube/help/aliases.rds","ignored","excluded","artifacts/h24-release/oceancube.Rcheck/oceancube/help/aliases.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h24-release/oceancube.Rcheck/oceancube/help/paths.rds","ignored","excluded","artifacts/h24-release/oceancube.Rcheck/oceancube/help/paths.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/features.rds","ignored","excluded","artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/features.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/hsearch.rds","ignored","excluded","artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/hsearch.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/links.rds","ignored","excluded","artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/links.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/nsInfo.rds","ignored","excluded","artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/nsInfo.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/package.rds","ignored","excluded","artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/package.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/Rd.rds","ignored","excluded","artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/Rd.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/vignette.rds","ignored","excluded","artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/vignette.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h24-release/source/auxdata/layer_sp.Rdata","ignored","excluded","artifacts/h24-release/source/auxdata/layer_sp.Rdata","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h24-release/source/auxdata/PER_ADM0.RData","ignored","excluded","artifacts/h24-release/source/auxdata/PER_ADM0.RData","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h26-consolidation/dev-check/oceancube.Rcheck/00_pkg_src/oceancube/build/vignette.rds","ignored","excluded","artifacts/h26-consolidation/dev-check/oceancube.Rcheck/00_pkg_src/oceancube/build/vignette.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h26-consolidation/dev-check/oceancube.Rcheck/oceancube/help/aliases.rds","ignored","excluded","artifacts/h26-consolidation/dev-check/oceancube.Rcheck/oceancube/help/aliases.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h26-consolidation/dev-check/oceancube.Rcheck/oceancube/help/paths.rds","ignored","excluded","artifacts/h26-consolidation/dev-check/oceancube.Rcheck/oceancube/help/paths.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h26-consolidation/dev-check/oceancube.Rcheck/oceancube/Meta/features.rds","ignored","excluded","artifacts/h26-consolidation/dev-check/oceancube.Rcheck/oceancube/Meta/features.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h26-consolidation/dev-check/oceancube.Rcheck/oceancube/Meta/hsearch.rds","ignored","excluded","artifacts/h26-consolidation/dev-check/oceancube.Rcheck/oceancube/Meta/hsearch.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h26-consolidation/dev-check/oceancube.Rcheck/oceancube/Meta/links.rds","ignored","excluded","artifacts/h26-consolidation/dev-check/oceancube.Rcheck/oceancube/Meta/links.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h26-consolidation/dev-check/oceancube.Rcheck/oceancube/Meta/nsInfo.rds","ignored","excluded","artifacts/h26-consolidation/dev-check/oceancube.Rcheck/oceancube/Meta/nsInfo.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h26-consolidation/dev-check/oceancube.Rcheck/oceancube/Meta/package.rds","ignored","excluded","artifacts/h26-consolidation/dev-check/oceancube.Rcheck/oceancube/Meta/package.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h26-consolidation/dev-check/oceancube.Rcheck/oceancube/Meta/Rd.rds","ignored","excluded","artifacts/h26-consolidation/dev-check/oceancube.Rcheck/oceancube/Meta/Rd.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h26-consolidation/dev-check/oceancube.Rcheck/oceancube/Meta/vignette.rds","ignored","excluded","artifacts/h26-consolidation/dev-check/oceancube.Rcheck/oceancube/Meta/vignette.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h26-consolidation/handbook-library/oceancube/help/aliases.rds","ignored","excluded","artifacts/h26-consolidation/handbook-library/oceancube/help/aliases.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h26-consolidation/handbook-library/oceancube/help/paths.rds","ignored","excluded","artifacts/h26-consolidation/handbook-library/oceancube/help/paths.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h26-consolidation/handbook-library/oceancube/Meta/features.rds","ignored","excluded","artifacts/h26-consolidation/handbook-library/oceancube/Meta/features.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h26-consolidation/handbook-library/oceancube/Meta/hsearch.rds","ignored","excluded","artifacts/h26-consolidation/handbook-library/oceancube/Meta/hsearch.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h26-consolidation/handbook-library/oceancube/Meta/links.rds","ignored","excluded","artifacts/h26-consolidation/handbook-library/oceancube/Meta/links.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h26-consolidation/handbook-library/oceancube/Meta/nsInfo.rds","ignored","excluded","artifacts/h26-consolidation/handbook-library/oceancube/Meta/nsInfo.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h26-consolidation/handbook-library/oceancube/Meta/package.rds","ignored","excluded","artifacts/h26-consolidation/handbook-library/oceancube/Meta/package.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h26-consolidation/handbook-library/oceancube/Meta/Rd.rds","ignored","excluded","artifacts/h26-consolidation/handbook-library/oceancube/Meta/Rd.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h26-consolidation/handbook-library/oceancube/Meta/vignette.rds","ignored","excluded","artifacts/h26-consolidation/handbook-library/oceancube/Meta/vignette.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h26-consolidation/main-check/oceancube.Rcheck/00_pkg_src/oceancube/build/vignette.rds","ignored","excluded","artifacts/h26-consolidation/main-check/oceancube.Rcheck/00_pkg_src/oceancube/build/vignette.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/help/aliases.rds","ignored","excluded","artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/help/aliases.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/help/paths.rds","ignored","excluded","artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/help/paths.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/Meta/features.rds","ignored","excluded","artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/Meta/features.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/Meta/hsearch.rds","ignored","excluded","artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/Meta/hsearch.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/Meta/links.rds","ignored","excluded","artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/Meta/links.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/Meta/nsInfo.rds","ignored","excluded","artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/Meta/nsInfo.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/Meta/package.rds","ignored","excluded","artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/Meta/package.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/Meta/Rd.rds","ignored","excluded","artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/Meta/Rd.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/Meta/vignette.rds","ignored","excluded","artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/Meta/vignette.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-case/copernicus-peru-phy/cin/processed/copernicus-peru-phy-20200101-20200107.rds","ignored","excluded","artifacts/maintainer-case/copernicus-peru-phy/cin/processed/copernicus-peru-phy-20200101-20200107.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-case/copernicus-peru-phy/cin/raw/copernicus-peru-phy-20200101-20200107.nc","ignored","excluded","artifacts/maintainer-case/copernicus-peru-phy/cin/raw/copernicus-peru-phy-20200101-20200107.nc","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-case/copernicus-peru-phy/cout/audit/audit-summary.csv","ignored","excluded","artifacts/maintainer-case/copernicus-peru-phy/cout/audit/audit-summary.csv","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-case/copernicus-peru-phy/cout/audit/coordinate-summary.csv","ignored","excluded","artifacts/maintainer-case/copernicus-peru-phy/cout/audit/coordinate-summary.csv","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-case/copernicus-peru-phy/cout/audit/cube-shape.csv","ignored","excluded","artifacts/maintainer-case/copernicus-peru-phy/cout/audit/cube-shape.csv","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-case/copernicus-peru-phy/cout/audit/depth-coverage.csv","ignored","excluded","artifacts/maintainer-case/copernicus-peru-phy/cout/audit/depth-coverage.csv","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-case/copernicus-peru-phy/cout/audit/depth.csv","ignored","excluded","artifacts/maintainer-case/copernicus-peru-phy/cout/audit/depth.csv","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-case/copernicus-peru-phy/cout/audit/dimname-checks.csv","ignored","excluded","artifacts/maintainer-case/copernicus-peru-phy/cout/audit/dimname-checks.csv","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
