"batch_id","batch_name","sequence","current_path","proposed_destination","action","reason","tracked","references_found","updates_required","tests_required","rollback_method","risk","approval_required","notes"
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-preversion/library/oceancube/Meta/features.rds","artifacts/h24-preversion/library/oceancube/Meta/features.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-preversion/library/oceancube/Meta/hsearch.rds","artifacts/h24-preversion/library/oceancube/Meta/hsearch.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-preversion/library/oceancube/Meta/links.rds","artifacts/h24-preversion/library/oceancube/Meta/links.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-preversion/library/oceancube/Meta/nsInfo.rds","artifacts/h24-preversion/library/oceancube/Meta/nsInfo.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-preversion/library/oceancube/Meta/package.rds","artifacts/h24-preversion/library/oceancube/Meta/package.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-preversion/library/oceancube/Meta/Rd.rds","artifacts/h24-preversion/library/oceancube/Meta/Rd.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-preversion/library/oceancube/Meta/vignette.rds","artifacts/h24-preversion/library/oceancube/Meta/vignette.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/build/vignette.rds","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/build/vignette.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-preversion/oceancube.Rcheck/oceancube/help/aliases.rds","artifacts/h24-preversion/oceancube.Rcheck/oceancube/help/aliases.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-preversion/oceancube.Rcheck/oceancube/help/paths.rds","artifacts/h24-preversion/oceancube.Rcheck/oceancube/help/paths.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-preversion/oceancube.Rcheck/oceancube/Meta/features.rds","artifacts/h24-preversion/oceancube.Rcheck/oceancube/Meta/features.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-preversion/oceancube.Rcheck/oceancube/Meta/hsearch.rds","artifacts/h24-preversion/oceancube.Rcheck/oceancube/Meta/hsearch.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-preversion/oceancube.Rcheck/oceancube/Meta/links.rds","artifacts/h24-preversion/oceancube.Rcheck/oceancube/Meta/links.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-preversion/oceancube.Rcheck/oceancube/Meta/nsInfo.rds","artifacts/h24-preversion/oceancube.Rcheck/oceancube/Meta/nsInfo.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-preversion/oceancube.Rcheck/oceancube/Meta/package.rds","artifacts/h24-preversion/oceancube.Rcheck/oceancube/Meta/package.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-preversion/oceancube.Rcheck/oceancube/Meta/Rd.rds","artifacts/h24-preversion/oceancube.Rcheck/oceancube/Meta/Rd.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-preversion/oceancube.Rcheck/oceancube/Meta/vignette.rds","artifacts/h24-preversion/oceancube.Rcheck/oceancube/Meta/vignette.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-preversion/source/auxdata/layer_sp.Rdata","artifacts/h24-preversion/source/auxdata/layer_sp.Rdata","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-preversion/source/auxdata/PER_ADM0.RData","artifacts/h24-preversion/source/auxdata/PER_ADM0.RData","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-release-force/oceancube.Rcheck/00_pkg_src/oceancube/build/vignette.rds","artifacts/h24-release-force/oceancube.Rcheck/00_pkg_src/oceancube/build/vignette.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-release-force/oceancube.Rcheck/oceancube/help/aliases.rds","artifacts/h24-release-force/oceancube.Rcheck/oceancube/help/aliases.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-release-force/oceancube.Rcheck/oceancube/help/paths.rds","artifacts/h24-release-force/oceancube.Rcheck/oceancube/help/paths.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-release-force/oceancube.Rcheck/oceancube/Meta/features.rds","artifacts/h24-release-force/oceancube.Rcheck/oceancube/Meta/features.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-release-force/oceancube.Rcheck/oceancube/Meta/hsearch.rds","artifacts/h24-release-force/oceancube.Rcheck/oceancube/Meta/hsearch.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-release-force/oceancube.Rcheck/oceancube/Meta/links.rds","artifacts/h24-release-force/oceancube.Rcheck/oceancube/Meta/links.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-release-force/oceancube.Rcheck/oceancube/Meta/nsInfo.rds","artifacts/h24-release-force/oceancube.Rcheck/oceancube/Meta/nsInfo.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-release-force/oceancube.Rcheck/oceancube/Meta/package.rds","artifacts/h24-release-force/oceancube.Rcheck/oceancube/Meta/package.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-release-force/oceancube.Rcheck/oceancube/Meta/Rd.rds","artifacts/h24-release-force/oceancube.Rcheck/oceancube/Meta/Rd.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-release-force/oceancube.Rcheck/oceancube/Meta/vignette.rds","artifacts/h24-release-force/oceancube.Rcheck/oceancube/Meta/vignette.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-release/library/oceancube/help/aliases.rds","artifacts/h24-release/library/oceancube/help/aliases.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-release/library/oceancube/help/paths.rds","artifacts/h24-release/library/oceancube/help/paths.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-release/library/oceancube/Meta/features.rds","artifacts/h24-release/library/oceancube/Meta/features.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-release/library/oceancube/Meta/hsearch.rds","artifacts/h24-release/library/oceancube/Meta/hsearch.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-release/library/oceancube/Meta/links.rds","artifacts/h24-release/library/oceancube/Meta/links.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-release/library/oceancube/Meta/nsInfo.rds","artifacts/h24-release/library/oceancube/Meta/nsInfo.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-release/library/oceancube/Meta/package.rds","artifacts/h24-release/library/oceancube/Meta/package.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-release/library/oceancube/Meta/Rd.rds","artifacts/h24-release/library/oceancube/Meta/Rd.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-release/library/oceancube/Meta/vignette.rds","artifacts/h24-release/library/oceancube/Meta/vignette.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-release/oceancube.Rcheck/00_pkg_src/oceancube/build/vignette.rds","artifacts/h24-release/oceancube.Rcheck/00_pkg_src/oceancube/build/vignette.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-release/oceancube.Rcheck/oceancube/help/aliases.rds","artifacts/h24-release/oceancube.Rcheck/oceancube/help/aliases.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-release/oceancube.Rcheck/oceancube/help/paths.rds","artifacts/h24-release/oceancube.Rcheck/oceancube/help/paths.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/features.rds","artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/features.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/hsearch.rds","artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/hsearch.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/links.rds","artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/links.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/nsInfo.rds","artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/nsInfo.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/package.rds","artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/package.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/Rd.rds","artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/Rd.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/vignette.rds","artifacts/h24-release/oceancube.Rcheck/oceancube/Meta/vignette.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-release/source/auxdata/layer_sp.Rdata","artifacts/h24-release/source/auxdata/layer_sp.Rdata","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h24-release/source/auxdata/PER_ADM0.RData","artifacts/h24-release/source/auxdata/PER_ADM0.RData","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h26-consolidation/dev-check/oceancube.Rcheck/00_pkg_src/oceancube/build/vignette.rds","artifacts/h26-consolidation/dev-check/oceancube.Rcheck/00_pkg_src/oceancube/build/vignette.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h26-consolidation/dev-check/oceancube.Rcheck/oceancube/help/aliases.rds","artifacts/h26-consolidation/dev-check/oceancube.Rcheck/oceancube/help/aliases.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h26-consolidation/dev-check/oceancube.Rcheck/oceancube/help/paths.rds","artifacts/h26-consolidation/dev-check/oceancube.Rcheck/oceancube/help/paths.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h26-consolidation/dev-check/oceancube.Rcheck/oceancube/Meta/features.rds","artifacts/h26-consolidation/dev-check/oceancube.Rcheck/oceancube/Meta/features.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
"B00-no-action-operational","No action for ignored operational data",0,"artifacts/h26-consolidation/dev-check/oceancube.Rcheck/oceancube/Meta/hsearch.rds","artifacts/h26-consolidation/dev-check/oceancube.Rcheck/oceancube/Meta/hsearch.rds","leave-local","Untracked ignored operational/generated content must remain outside Git.",FALSE,FALSE,"none","none; no repository change","not applicable; file remains in place","low",FALSE,"Inventory only. Do not use git mv."
