"path","name","extension","directory","size_bytes","tracked","ignored","file_type","role","generated","source_of_truth","possible_duplicate","possible_obsolete","evidence","recommended_action","notes"
".Rproj.user/shared/notebooks/patch-chunk-names","patch-chunk-names","",".Rproj.user/shared/notebooks",0,FALSE,TRUE,"other","uncategorized repository file",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
".Rproj.user/shared/notebooks/paths","paths","",".Rproj.user/shared/notebooks",456,FALSE,TRUE,"other","uncategorized repository file",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"_pkgdown.yml","_pkgdown.yml",".yml",".",1397,TRUE,FALSE,"configuration","tooling or build configuration",FALSE,"tracked repository source",FALSE,FALSE,"git ls-files: tracked; not matched by ignore inventory; path/type indicates source or repository input","retain",""
"artifacts/.crop-certification/oceancube_0.0.0.9000.tar.gz","oceancube_0.0.0.9000.tar.gz",".gz","artifacts/.crop-certification",1223974,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/.extract-certification/oceancube_0.0.0.9000.tar.gz","oceancube_0.0.0.9000.tar.gz",".gz","artifacts/.extract-certification",1234493,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/cache/R/pkgdown/bootstrap-toc/1.0.1/bootstrap-toc.min.js","bootstrap-toc.min.js",".js","artifacts/h24-final/cache/R/pkgdown/bootstrap-toc/1.0.1",2107,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/cache/R/pkgdown/clipboard.js/2.0.11/clipboard.min.js","clipboard.min.js",".js","artifacts/h24-final/cache/R/pkgdown/clipboard.js/2.0.11",9160,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/cache/R/pkgdown/headroom/0.11.0/headroom.min.js","headroom.min.js",".js","artifacts/h24-final/cache/R/pkgdown/headroom/0.11.0",4526,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/cache/R/pkgdown/headroom/0.11.0/jQuery.headroom.min.js","jQuery.headroom.min.js",".js","artifacts/h24-final/cache/R/pkgdown/headroom/0.11.0",589,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/cache/R/pkgdown/http/918fb91ebd579178c7691d8e95bbddae.rds","918fb91ebd579178c7691d8e95bbddae.rds",".rds","artifacts/h24-final/cache/R/pkgdown/http",16088,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/cache/R/pkgdown/search/1.0.0/autocomplete.jquery.min.js","autocomplete.jquery.min.js",".js","artifacts/h24-final/cache/R/pkgdown/search/1.0.0",36562,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/cache/R/pkgdown/search/1.0.0/fuse.min.js","fuse.min.js",".js","artifacts/h24-final/cache/R/pkgdown/search/1.0.0",23035,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/cache/R/pkgdown/search/1.0.0/mark.min.js","mark.min.js",".js","artifacts/h24-final/cache/R/pkgdown/search/1.0.0",16917,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/cache/R/sass/239dca29cf53d3dbd4cb157aefcb5b9e","239dca29cf53d3dbd4cb157aefcb5b9e","","artifacts/h24-final/cache/R/sass",287894,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/library/oceancube/architecture/oceancube-spatind-boundary.md","oceancube-spatind-boundary.md",".md","artifacts/h24-final/library/oceancube/architecture",5299,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/library/oceancube/CITATION","CITATION","","artifacts/h24-final/library/oceancube",116,FALSE,TRUE,"metadata","package or release metadata",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/library/oceancube/DESCRIPTION","DESCRIPTION","","artifacts/h24-final/library/oceancube",1251,FALSE,TRUE,"metadata","package or release metadata",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/library/oceancube/doc/get-started.html","get-started.html",".html","artifacts/h24-final/library/oceancube/doc",11230,FALSE,TRUE,"website","rendered website output",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/library/oceancube/doc/get-started.R","get-started.R",".R","artifacts/h24-final/library/oceancube/doc",341,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/library/oceancube/doc/get-started.Rmd","get-started.Rmd",".Rmd","artifacts/h24-final/library/oceancube/doc",737,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/library/oceancube/doc/index.html","index.html",".html","artifacts/h24-final/library/oceancube/doc",3354,FALSE,TRUE,"website","rendered website output",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/library/oceancube/doc/oceancube-architecture.html","oceancube-architecture.html",".html","artifacts/h24-final/library/oceancube/doc",13532,FALSE,TRUE,"website","rendered website output",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/library/oceancube/doc/oceancube-architecture.R","oceancube-architecture.R",".R","artifacts/h24-final/library/oceancube/doc",369,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/library/oceancube/doc/oceancube-architecture.Rmd","oceancube-architecture.Rmd",".Rmd","artifacts/h24-final/library/oceancube/doc",2553,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/library/oceancube/doc/oceancube-geometry-weights.html","oceancube-geometry-weights.html",".html","artifacts/h24-final/library/oceancube/doc",23626,FALSE,TRUE,"website","rendered website output",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/library/oceancube/doc/oceancube-geometry-weights.R","oceancube-geometry-weights.R",".R","artifacts/h24-final/library/oceancube/doc",1279,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/library/oceancube/doc/oceancube-geometry-weights.Rmd","oceancube-geometry-weights.Rmd",".Rmd","artifacts/h24-final/library/oceancube/doc",2215,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/library/oceancube/doc/oceancube-introduction.html","oceancube-introduction.html",".html","artifacts/h24-final/library/oceancube/doc",24863,FALSE,TRUE,"website","rendered website output",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/library/oceancube/doc/oceancube-introduction.R","oceancube-introduction.R",".R","artifacts/h24-final/library/oceancube/doc",1818,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/library/oceancube/doc/oceancube-introduction.Rmd","oceancube-introduction.Rmd",".Rmd","artifacts/h24-final/library/oceancube/doc",3404,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/library/oceancube/examples/backend_memory.R","backend_memory.R",".R","artifacts/h24-final/library/oceancube/examples",3995,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/library/oceancube/examples/backend_netcdf_descriptor.R","backend_netcdf_descriptor.R",".R","artifacts/h24-final/library/oceancube/examples",5112,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/library/oceancube/examples/backend_netcdf_read_block.R","backend_netcdf_read_block.R",".R","artifacts/h24-final/library/oceancube/examples",6686,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/library/oceancube/examples/baseline_ocean_cube.R","baseline_ocean_cube.R",".R","artifacts/h24-final/library/oceancube/examples",3704,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/library/oceancube/examples/cube_crop.R","cube_crop.R",".R","artifacts/h24-final/library/oceancube/examples",8540,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/library/oceancube/examples/cube_extract.R","cube_extract.R",".R","artifacts/h24-final/library/oceancube/examples",7836,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/library/oceancube/examples/cube_geometry_weights.R","cube_geometry_weights.R",".R","artifacts/h24-final/library/oceancube/examples",4084,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/library/oceancube/examples/cube_mask.R","cube_mask.R",".R","artifacts/h24-final/library/oceancube/examples",6852,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/library/oceancube/examples/cube_slice.R","cube_slice.R",".R","artifacts/h24-final/library/oceancube/examples",6283,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
"artifacts/h24-final/library/oceancube/examples/cube_transect.R","cube_transect.R",".R","artifacts/h24-final/library/oceancube/examples",7793,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,FALSE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","relocate",""
